大崎	0.9
五反田	1.2
目黒	1.5
恵比寿	1.6
渋谷	1.2
原宿	1.5
代々木	0.7
新宿	1.3
新大久保	1.4
高田馬場	0.9
目白	1.2
池袋	1.8
大塚	1.1
巣鴨	0.7
駒込	1.6
田端	0.8
西日暮里	0.5
日暮里	1.1
鶯谷	1.1
上野	0.6
御徒町	1.0
秋葉原	0.7
神田	1.3
東京	0.8
有楽町	1.1
新橋	1.2
浜松町	1.5
田町	2.2
品川	2.0
